Ensembl Gene ID,average_dN/dS
ENSG00000136141,0.218274252
ENSG00000136143,0.166552536
ENSG00000136144,0.030511658
ENSG00000136146,0.067988964
ENSG00000136147,0.49036715
ENSG00000136152,0.08379806
ENSG00000136155,0.507552371
ENSG00000136159,0.573172446
ENSG00000136160,0.224600741
ENSG00000136161,0.43766526
ENSG00000136167,0.030793785
ENSG00000136169,0.370780157
ENSG00000136193,0.434823675
ENSG00000136197,0.158599527
ENSG00000136205,0.125136538
ENSG00000136213,0.013841942
ENSG00000136231,0.142124869
ENSG00000136235,0.29519476
ENSG00000136237,0.178373736
ENSG00000136238,1.390186916
ENSG00000136243,0.350683746
ENSG00000136244,0.357316796
ENSG00000136247,0.666001025
ENSG00000136267,0.14830385
ENSG00000136270,0.502971002
ENSG00000136271,0.126838336
ENSG00000136273,0.070843763
ENSG00000136274,0.903252224
ENSG00000136279,0.182727745
ENSG00000136280,0.048779188
ENSG00000136286,0.1550969
ENSG00000136295,0.138374391
ENSG00000136297,0.167235495
ENSG00000136305,0.381924447
ENSG00000136319,0.415193383
ENSG00000136327,0.296100547
ENSG00000136352,0.146940057
ENSG00000136367,0.449067799
ENSG00000136378,0.287852066
ENSG00000136381,0.220170565
ENSG00000136383,0.607761575
ENSG00000136404,0.201786468
ENSG00000136436,1.021373499
ENSG00000136444,0.401719053
ENSG00000136448,0.147623946
ENSG00000136449,0.643383058
ENSG00000136451,0.045764171
ENSG00000136457,0.046827883
ENSG00000136463,0.383884634
ENSG00000136478,0.323648524
ENSG00000136485,0.042056075
ENSG00000136492,0.398652327
ENSG00000136514,0.492880918
ENSG00000136518,0.108910891
ENSG00000136521,0.490322115
ENSG00000136522,0.330911681
ENSG00000136531,0.042673802
ENSG00000136536,0.138567413
ENSG00000136541,0.534233144
ENSG00000136542,0.588171354
ENSG00000136546,0.517364706
ENSG00000136560,0.303825834
ENSG00000136573,0.219125081
ENSG00000136574,0.032364455
ENSG00000136603,0.128363392
ENSG00000136628,0.197617669
ENSG00000136630,0.197528973
ENSG00000136631,0.074874687
ENSG00000136634,0.546599691
ENSG00000136636,0.034090647
ENSG00000136643,0.35047156
ENSG00000136688,0.568385881
ENSG00000136689,0.334656888
ENSG00000136694,0.28374226
ENSG00000136695,0.408600365
ENSG00000136697,0.556490709
ENSG00000136699,0.23956675
ENSG00000136710,0.280917126
ENSG00000136715,0.045317221
ENSG00000136717,0.29721166
ENSG00000136718,0.095237017
ENSG00000136731,0.20391184
ENSG00000136732,0.700664161
ENSG00000136738,0.087601409
ENSG00000136750,0.099531441
ENSG00000136754,0.113686451
ENSG00000136758,0.123660905
ENSG00000136770,0.35774665
ENSG00000136783,0.444441275
ENSG00000136807,0.078313253
ENSG00000136811,0.23231213
ENSG00000136813,0.267914293
ENSG00000136816,0.098780609
ENSG00000136819,0.069945355
ENSG00000136824,0.085165041
ENSG00000136826,0.027487686
ENSG00000136827,0.189957404
ENSG00000136828,0.608763345
ENSG00000136830,0.123499687
ENSG00000136834,0.424725419
ENSG00000136840,0.165041616
ENSG00000136842,0.153103045
ENSG00000136848,0.131983006
ENSG00000136854,0.022346369
ENSG00000136856,0.133840003
ENSG00000136859,0.055604522
ENSG00000136861,0.630815059
ENSG00000136866,1.243749601
ENSG00000136867,0.316276529
ENSG00000136868,0.287749288
ENSG00000136869,0.634123049
ENSG00000136870,0.075490196
ENSG00000136872,0.138195483
ENSG00000136874,0.060150376
ENSG00000136875,0.096572745
ENSG00000136877,0.281773541
ENSG00000136878,0.048141737
ENSG00000136881,0.95743468
ENSG00000136883,0.469537434
ENSG00000136888,0.051575931
ENSG00000136891,0.068952528
ENSG00000136895,0.209271771
ENSG00000136897,0.438117248
ENSG00000136918,0.230143858
ENSG00000136925,0.493220978
ENSG00000136928,0.080267071
ENSG00000136929,0.731610942
ENSG00000136930,0.135088568
ENSG00000136931,0.038902259
ENSG00000136932,0.659873178
ENSG00000136933,0.302310395
ENSG00000136935,0.324485907
ENSG00000136936,0.246772069
ENSG00000136937,0.2395087
ENSG00000136938,0.218855152
ENSG00000136940,0.607343388
ENSG00000136943,0.482889778
ENSG00000136944,0.123900879
ENSG00000136950,0.132439833
ENSG00000136960,0.191451934
ENSG00000136982,0.25764435
ENSG00000136986,0.037190083
ENSG00000136997,0.411370689
ENSG00000136999,0.125206554
ENSG00000137033,0.557443342
ENSG00000137038,0.642967923
ENSG00000137040,0.120683183
ENSG00000137054,0.386778203
ENSG00000137055,0.144964326
ENSG00000137073,0.553184292
ENSG00000137074,0.71072146
ENSG00000137075,0.205653021
ENSG00000137076,0.144916221
ENSG00000137077,0.368279179
ENSG00000137078,0.191935389
ENSG00000137090,0.29772048
ENSG00000137094,0.152887591
ENSG00000137098,0.477398911
ENSG00000137100,0.197687101
ENSG00000137101,1.447755364
ENSG00000137103,0.046714648
ENSG00000137106,0.116232465
ENSG00000137124,0.141975952
ENSG00000137133,0.863094471
ENSG00000137135,0.21486614
ENSG00000137142,0.264317911
ENSG00000137145,0.178475034
ENSG00000137161,0.179857821
ENSG00000137166,0.04035856
ENSG00000137171,0.323284898
ENSG00000137177,0.106803722
ENSG00000137185,1.010665776
ENSG00000137193,0.204669628
ENSG00000137198,0.059725554
ENSG00000137200,0.018373195
ENSG00000137203,0.072992701
ENSG00000137204,0.16354039
ENSG00000137207,0.144030772
ENSG00000137216,0.184588378
ENSG00000137218,0.111492825
ENSG00000137221,0.194750273
ENSG00000137225,0.492403074
ENSG00000137251,0.456346339
ENSG00000137252,0.261363636
ENSG00000137261,0.590954875
ENSG00000137265,0.094792234
ENSG00000137266,0.077055934
ENSG00000137269,0.050666859
ENSG00000137270,0.512932551
ENSG00000137273,0.049180328
ENSG00000137274,0.249252332
ENSG00000137275,0.321488462
ENSG00000137288,1.301519482
ENSG00000137309,2.375886525
ENSG00000137310,0.401469589
ENSG00000137312,0.177119385
ENSG00000137331,0.580637393
ENSG00000137337,0.904071639
ENSG00000137338,0.498792089
ENSG00000137343,0.669580025
ENSG00000137364,0.378755664
ENSG00000137392,0.147551817
ENSG00000137393,0.12048654
ENSG00000137404,0.47439581
ENSG00000137409,0.239242108
ENSG00000137413,0.146236559
ENSG00000137414,0.296634636
ENSG00000137434,0.467444293
ENSG00000137440,0.728192329
ENSG00000137441,0.251801341
ENSG00000137460,0.702479339
ENSG00000137462,0.465941329
ENSG00000137463,0.666351829
ENSG00000137473,0.60357777
ENSG00000137474,0.123226242
ENSG00000137478,0.104670802
ENSG00000137486,0.104053203
ENSG00000137491,0.221529336
ENSG00000137492,0.229994275
ENSG00000137496,0.729214525
ENSG00000137497,0.313298137
ENSG00000137500,0.254854528
ENSG00000137501,0.43274696
ENSG00000137504,0.129435999
ENSG00000137507,0.192071207
ENSG00000137509,0.391339377
ENSG00000137513,0.386672838
ENSG00000137522,0.025775071
ENSG00000137547,0.096784161
ENSG00000137558,0.12683395
ENSG00000137561,0.160723824
ENSG00000137563,0.3348037
ENSG00000137571,0.2020087
ENSG00000137573,0.405144454
ENSG00000137574,0.512522433
ENSG00000137575,0.136189567
ENSG00000137601,0.248347958
ENSG00000137628,0.506910208
ENSG00000137634,0.339454798
ENSG00000137642,0.116476177
ENSG00000137648,0.238532369
ENSG00000137656,0.511727971
ENSG00000137672,0.273702056
ENSG00000137673,0.241430086
ENSG00000137674,0.545164872
ENSG00000137675,0.404850088
ENSG00000137691,0.236435982
ENSG00000137699,0.110180347
ENSG00000137707,0.148056087
ENSG00000137710,0.025043024
ENSG00000137713,0.514907385
ENSG00000137714,0.603428292
ENSG00000137720,0.604128531
ENSG00000137727,0.4491237
ENSG00000137731,0.261565612
ENSG00000137745,0.136036181
ENSG00000137747,0.310460556
ENSG00000137752,0.895804326
ENSG00000137757,0.9508263
ENSG00000137760,0.409254491
ENSG00000137764,0.044715447
ENSG00000137770,0.120187984
ENSG00000137776,0.194499271
ENSG00000137801,0.075106401
ENSG00000137802,0.29226534
ENSG00000137804,0.96637217
ENSG00000137806,0.743053532
ENSG00000137807,0.395402894
ENSG00000137809,0.12406062
ENSG00000137812,0.654274983
ENSG00000137814,0.536549183
ENSG00000137815,0.039410867
ENSG00000137819,0.350017026
ENSG00000137821,0.08319535
ENSG00000137822,0.215345561
ENSG00000137824,0.258403341
ENSG00000137825,0.299242858
ENSG00000137831,0.496245449
ENSG00000137834,0.096599592
ENSG00000137841,0.150320536
ENSG00000137842,0.237141586
ENSG00000137845,0.053289474
ENSG00000137857,0.136914591
ENSG00000137860,0.607106324
ENSG00000137868,0.50600247
ENSG00000137869,0.222969192
ENSG00000137871,0.222248363
ENSG00000137875,0.263197311
ENSG00000137876,0.0521157
ENSG00000137877,0.389748327
ENSG00000137878,0.441464013
ENSG00000137880,0.182943403
ENSG00000137936,0.208070937
ENSG00000137941,0.131761018
ENSG00000137942,0.078022876
ENSG00000137944,0.375548685
ENSG00000137947,0.053380783
ENSG00000137948,0.66054926
ENSG00000137959,0.776952822
ENSG00000137960,0.369043337
ENSG00000137962,0.427210956
ENSG00000137965,1.006691646
ENSG00000137975,0.637322955
ENSG00000137976,0.252103503
ENSG00000137992,0.367223022
ENSG00000137996,0.245143401
ENSG00000138002,0.295009695
ENSG00000138018,0.086956522
ENSG00000138028,0.927548575
ENSG00000138029,0.147598589
ENSG00000138030,0.134074212
ENSG00000138031,0.081319641
ENSG00000138032,0.138838637
ENSG00000138035,0.188177635
ENSG00000138036,1.075548583
ENSG00000138050,0.459106091
ENSG00000138061,0.419394995
ENSG00000138069,0.239883217
ENSG00000138071,0.310480683
ENSG00000138073,0.322582339
ENSG00000138074,0.189227995
ENSG00000138075,0.365000566
ENSG00000138078,0.128636154
ENSG00000138079,0.736227954
ENSG00000138080,0.159858062
ENSG00000138081,0.040254237
ENSG00000138083,0.086046442
ENSG00000138085,1.467480096
ENSG00000138092,0.537216502
ENSG00000138095,0.50402226
ENSG00000138100,0.056655864
ENSG00000138101,0.21312104
ENSG00000138111,0.150985179
ENSG00000138115,0.489186066
ENSG00000138119,0.158748616
ENSG00000138131,0.129858424
ENSG00000138134,0.271571072
ENSG00000138135,0.199138331
ENSG00000138136,0.136629756
ENSG00000138138,0.084903749
ENSG00000138152,0.636581425
ENSG00000138160,0.345589607
ENSG00000138161,0.410226131
ENSG00000138162,0.690728017
ENSG00000138166,0.060187211
ENSG00000138172,0.0750713
ENSG00000138175,0.402439024
ENSG00000138180,0.488464189
ENSG00000138182,0.505631661
ENSG00000138185,0.447739461
ENSG00000138190,0.119512195
ENSG00000138193,0.386428293
ENSG00000138207,0.120041319
ENSG00000138231,0.15098573
ENSG00000138246,0.080668549
ENSG00000138271,0.178829453
ENSG00000138279,0.574157847
ENSG00000138286,1.106522446
ENSG00000138308,0.200131245
ENSG00000138311,0.709539732
ENSG00000138315,0.152583531
ENSG00000138316,0.194506968
ENSG00000138326,0.604904632
ENSG00000138336,0.436340815
ENSG00000138346,0.358164817
ENSG00000138347,0.261295726
ENSG00000138356,0.339385188
ENSG00000138363,0.112665092
ENSG00000138375,0.336904061
ENSG00000138376,0.397552446
ENSG00000138378,0.077403276
ENSG00000138379,0.255813953
ENSG00000138380,0.683991438
ENSG00000138381,0.289944328
ENSG00000138382,0.112343875
ENSG00000138385,0.147368421
ENSG00000138386,0.072797816
ENSG00000138395,0.322250443
ENSG00000138398,0.175725839
ENSG00000138399,0.621280802
ENSG00000138400,0.360148843
ENSG00000138411,0.059248158
ENSG00000138413,0.172630769
ENSG00000138430,0.148433615
ENSG00000138433,0.508099907
ENSG00000138434,0.41920465
ENSG00000138435,0.382368552
ENSG00000138439,0.515114698
ENSG00000138442,0.097267226
ENSG00000138443,0.438770072
ENSG00000138448,0.099616735
ENSG00000138449,0.391707159
ENSG00000138459,0.444228225
ENSG00000138463,0.236217039
ENSG00000138468,0.692619052
ENSG00000138472,0.863666686
ENSG00000138483,0.496295077
ENSG00000138496,0.988799379
ENSG00000138587,0.3569893
ENSG00000138592,0.332982753
ENSG00000138593,0.080257319
ENSG00000138594,0.208311468
ENSG00000138600,0.387554335
ENSG00000138604,0.258641098
ENSG00000138606,0.591316649
ENSG00000138613,0.264216022
ENSG00000138614,0.313178295
ENSG00000138615,0.310171128
ENSG00000138617,0.105059966
ENSG00000138621,0.297454154
ENSG00000138622,0.027927928
ENSG00000138623,0.136900436
ENSG00000138629,0.123637125
ENSG00000138639,0.177044028
ENSG00000138640,0.301727603
ENSG00000138641,0.042269933
ENSG00000138642,0.800708316
ENSG00000138646,0.490752287
ENSG00000138650,0.066116597
ENSG00000138653,0.175619895
ENSG00000138658,0.472702829
ENSG00000138660,0.245838564
ENSG00000138663,0.054545455
ENSG00000138668,0.150289017
ENSG00000138669,0.042625087
ENSG00000138670,0.087027981
ENSG00000138674,0.116278283
ENSG00000138675,0.288579347
ENSG00000138678,0.110407605
ENSG00000138684,0.600350977
ENSG00000138685,0.252803737
ENSG00000138686,0.23300142
ENSG00000138688,0.078954782
ENSG00000138696,0.162744601
ENSG00000138698,0.193824635
ENSG00000138709,0.447345424
ENSG00000138722,0.380567537
ENSG00000138735,0.173283952
ENSG00000138738,0.163185741
ENSG00000138741,0.040405535
ENSG00000138744,0.381091255
ENSG00000138750,0.055763736
ENSG00000138755,1.858019258
ENSG00000138756,0.219615052
ENSG00000138757,0.023459744
ENSG00000138758,0.43505392
ENSG00000138759,0.388333304
ENSG00000138760,0.219140483
ENSG00000138764,0.142159714
ENSG00000138769,0.740540748
ENSG00000138771,0.351167198
ENSG00000138772,0.223950296
ENSG00000138777,0.314108462
ENSG00000138778,0.328249742
ENSG00000138780,0.416792285
ENSG00000138785,0.124178591
ENSG00000138792,0.204691285
ENSG00000138794,0.136162858
ENSG00000138795,0.237583832
ENSG00000138796,0.292008078
ENSG00000138798,0.618722857
ENSG00000138801,0.024336174
ENSG00000138802,0.399657208
ENSG00000138813,1.065109753
ENSG00000138814,0.210061589
ENSG00000138821,0.154718982
ENSG00000138823,0.391564317
ENSG00000138829,0.127961252
ENSG00000138834,0.035374745
ENSG00000138835,0.216467629
ENSG00000138867,0.257428469
ENSG00000138892,0.276555394
ENSG00000138942,0.10373444
ENSG00000138944,0.114210813
ENSG00000138964,0.171778454
ENSG00000139044,0.212113059
ENSG00000139053,0.192741239
ENSG00000139055,0.748657468
ENSG00000139083,0.154705882
ENSG00000139116,0.140147059
ENSG00000139117,0.071975617
ENSG00000139131,0.248062503
ENSG00000139132,0.299665656
ENSG00000139133,0.327188589
ENSG00000139151,0.319659746
ENSG00000139154,0.270127327
ENSG00000139160,0.673391278
ENSG00000139163,0.437784682
ENSG00000139168,0.167662501
ENSG00000139173,0.101607466
ENSG00000139174,0.060146786
ENSG00000139178,0.208204927
ENSG00000139187,0.883613563
ENSG00000139192,0.454069569
ENSG00000139193,0.285311182
ENSG00000139194,0.191253757
ENSG00000139197,0.122723165
ENSG00000139209,0.329457001
ENSG00000139211,0.20229838
ENSG00000139218,0.537580988
ENSG00000139219,0.070800008
ENSG00000139233,0.50741653
ENSG00000139263,0.13168578
ENSG00000139266,0.150988359
ENSG00000139269,0.362465993
ENSG00000139278,0.382851872
ENSG00000139287,0.181723187
ENSG00000139289,0.036059789
ENSG00000139291,0.312709159
ENSG00000139292,0.320655262
ENSG00000139304,0.362665391
ENSG00000139318,0.037080419
ENSG00000139323,0.338072221
ENSG00000139324,0.11223571
ENSG00000139329,0.261829589
ENSG00000139330,0.128252817
ENSG00000139344,0.572667634
ENSG00000139350,0.213226689
ENSG00000139351,0.238052304
ENSG00000139352,0.200691194
ENSG00000139354,0.309186138
ENSG00000139364,0.103144528
ENSG00000139370,0.225547502
ENSG00000139372,0.365530613
ENSG00000139405,0.480254162
ENSG00000139410,0.227084757
ENSG00000139433,0.06562303
ENSG00000139436,0.157602409
ENSG00000139445,0.111221851
ENSG00000139496,0.339388348
ENSG00000139505,0.066742413
ENSG00000139508,0.653583914
ENSG00000139514,0.049243246
ENSG00000139515,0.172856893
ENSG00000139517,0.143872701
ENSG00000139531,0.313611115
ENSG00000139537,0.723644222
ENSG00000139540,0.482894231
ENSG00000139546,0.275027045
ENSG00000139547,0.231891665
ENSG00000139549,0.02
ENSG00000139567,0.075481285
ENSG00000139572,0.516229504
ENSG00000139574,1.728249831
ENSG00000139579,0.175324675
ENSG00000139597,0.295196263
ENSG00000139610,0.655737327
ENSG00000139613,0.182526625
ENSG00000139618,0.502342644
ENSG00000139620,0.142817331
ENSG00000139624,0.43911419
ENSG00000139625,0.084290822
ENSG00000139626,0.162231693
ENSG00000139631,0.231790215
ENSG00000139636,0.361421965
ENSG00000139637,0.452521408
ENSG00000139641,0.357092911
ENSG00000139644,0.264204298
ENSG00000139645,0.209444394
ENSG00000139648,0.065745951
ENSG00000139651,0.71641791
ENSG00000139656,0.323838034
ENSG00000139668,0.214566578
ENSG00000139675,1.121019108
ENSG00000139679,0.198627752
ENSG00000139684,0.066297813
ENSG00000139687,0.124100485
ENSG00000139697,0.136863287
ENSG00000139714,0.186249896
ENSG00000139722,0.070381853
ENSG00000139725,0.096086661
ENSG00000139726,0.432590856
ENSG00000139734,0.405734446
ENSG00000139737,0.106781874
ENSG00000139746,0.05902719
ENSG00000139767,0.125347539
ENSG00000139780,0.334073399
ENSG00000139797,0.48751168
ENSG00000139826,0.061032864
ENSG00000139832,0.153995701
ENSG00000139835,0.405958986
ENSG00000139842,0.030308493
ENSG00000139865,1.068176429
ENSG00000139874,0.016206773
ENSG00000139880,0.260657269
ENSG00000139890,0.235148675
ENSG00000139899,0.236295884
ENSG00000139908,0.410269547
ENSG00000139910,0.151813201
ENSG00000139914,0.158453166
ENSG00000139921,0.399026914
ENSG00000139926,0.042349731
ENSG00000139946,0.117647059
ENSG00000139970,0.415882794
ENSG00000139971,0.577493511
ENSG00000139973,0.5861018
ENSG00000139977,0.979262694
ENSG00000139985,0.233958848
ENSG00000139988,0.080794543
ENSG00000139990,0.107414703
ENSG00000140006,0.313589888
ENSG00000140009,0.424945145
ENSG00000140015,0.143982431
ENSG00000140025,0.166868968
ENSG00000140030,0.736043617
ENSG00000140044,0.146974002
ENSG00000140057,0.411976967
ENSG00000140067,0.29443672
ENSG00000140090,0.089656698
ENSG00000140092,0.067706868
ENSG00000140093,0.531121444
ENSG00000140104,0.91914397
ENSG00000140105,0.187279394
ENSG00000140107,0.307575937
ENSG00000140153,0.221270943
ENSG00000140157,0.261782861
ENSG00000140199,0.117457278
ENSG00000140254,0.673929888
ENSG00000140259,0.040381369
ENSG00000140262,0.279588226
ENSG00000140263,0.426209691
ENSG00000140265,0.519853243
ENSG00000140274,0.300204784
ENSG00000140279,0.182438087
ENSG00000140280,0.457334251
ENSG00000140284,0.243120603
ENSG00000140285,0.219298246
ENSG00000140287,0.25997746
ENSG00000140297,0.259249575
ENSG00000140299,0.230675398
ENSG00000140307,0.119113573
ENSG00000140320,0.35475554
ENSG00000140323,0.164510131
ENSG00000140326,0.404369053
ENSG00000140332,0.08359997
ENSG00000140350,0.445707071
ENSG00000140365,0.08819068
ENSG00000140367,0.553225806
ENSG00000140368,0.112300185
ENSG00000140374,0.224588793
ENSG00000140379,0.233675677
ENSG00000140382,0.133421702
ENSG00000140386,0.316861005
ENSG00000140391,0.057401813
ENSG00000140395,0.087912088
ENSG00000140396,0.123156758
ENSG00000140398,0.37677395
ENSG00000140400,0.275381993
ENSG00000140403,0.439991367
ENSG00000140406,0.030326833
ENSG00000140443,0.053381463
ENSG00000140450,0.119350344
ENSG00000140451,0.368075395
ENSG00000140455,0.1703338
ENSG00000140459,0.16573548
ENSG00000140463,0.340752116
ENSG00000140464,0.207670492
ENSG00000140465,0.155237291
ENSG00000140470,0.093440902
ENSG00000140471,0.546112941
ENSG00000140479,0.181838903
ENSG00000140481,0.591339558
ENSG00000140497,0.265821604
ENSG00000140505,0.308280168
ENSG00000140506,0.659054997
ENSG00000140511,0.146160812
ENSG00000140519,0.391256011
ENSG00000140521,0.29147067
ENSG00000140522,0.103776056
ENSG00000140525,0.218028521
ENSG00000140526,0.081494024
ENSG00000140527,0.398218648
ENSG00000140534,0.452956296
ENSG00000140538,0.03369345
ENSG00000140543,0.026809651
ENSG00000140545,0.209869947
ENSG00000140548,0.041936926
ENSG00000140553,0.15381371
ENSG00000140557,0.051855099
ENSG00000140563,0.326486828
ENSG00000140564,0.107675285
ENSG00000140575,0.043264135
ENSG00000140577,0.193239154
ENSG00000140598,0.250413918
ENSG00000140600,0.233617114
ENSG00000140612,0.618406693
ENSG00000140623,0.105612536
ENSG00000140632,0.031914894
ENSG00000140650,0.118124993
ENSG00000140675,0.155977682
ENSG00000140678,0.310767796
ENSG00000140682,0.052242664
ENSG00000140688,0.271276177
ENSG00000140691,0.406181794
ENSG00000140694,0.173899912
ENSG00000140718,0.186606422
ENSG00000140740,0.317832933
ENSG00000140743,0.448370698
ENSG00000140749,0.235213831
ENSG00000140750,0.141732829
ENSG00000140795,0.315948939
ENSG00000140798,0.399995662
ENSG00000140807,0.215194813
ENSG00000140829,0.060020511
ENSG00000140830,0.417241379
ENSG00000140832,0.441186962
ENSG00000140835,0.324670457
ENSG00000140836,0.124520233
ENSG00000140848,0.085439572
ENSG00000140853,0.377512084
ENSG00000140854,0.113855577
ENSG00000140873,0.34095546
ENSG00000140876,0.308358776
ENSG00000140931,0.193128307
ENSG00000140932,0.558106919
ENSG00000140937,0.07297388
ENSG00000140939,0.114873035
ENSG00000140943,0.057056998
ENSG00000140945,0.230069953
ENSG00000140948,0.160728094
ENSG00000140950,0.434145876
ENSG00000140955,0.259655568
ENSG00000140961,0.15591568
ENSG00000140968,0.120541801
ENSG00000140983,0.133217458
ENSG00000140986,0.07130485
ENSG00000140987,0.585325644
ENSG00000140990,0.481084229
ENSG00000140992,0.177411298
ENSG00000140993,0.284887342
ENSG00000140995,0.250923936
ENSG00000141002,0.232733723
ENSG00000141012,0.168744878
ENSG00000141013,0.123859014
ENSG00000141026,0.093666469
ENSG00000141027,0.163566931
ENSG00000141030,0.180327869
ENSG00000141034,0.100741296
ENSG00000141040,0.263751622
ENSG00000141052,0.246384658
ENSG00000141068,0.094522015
ENSG00000141076,0.26428145
ENSG00000141084,0.0641456
ENSG00000141086,0.732790317
ENSG00000141096,0.302063341
ENSG00000141098,0.053499405
ENSG00000141101,0.267967366
ENSG00000141161,0.113124753
ENSG00000141179,0.218584643
ENSG00000141194,0.147621673
ENSG00000141198,0.270852274
ENSG00000141200,0.390655036
ENSG00000141219,0.527102251
ENSG00000141232,0.206349206
ENSG00000141252,0.106595288
ENSG00000141258,0.222554213
ENSG00000141279,0.073465886
ENSG00000141293,0.348617144
ENSG00000141294,0.706882218
ENSG00000141295,0.813906066
ENSG00000141314,0.102618404
ENSG00000141316,0.776745934
ENSG00000141337,0.310889459
ENSG00000141338,0.306361296
ENSG00000141349,0.374129225
ENSG00000141367,0.028634745
ENSG00000141371,0.469804642
ENSG00000141376,0.127754741
ENSG00000141378,0.51979855
ENSG00000141380,0.140650808
ENSG00000141384,0.650088161
ENSG00000141391,0.086759437
ENSG00000141401,0.142993621
ENSG00000141404,0.223527409
ENSG00000141424,0.323761346
ENSG00000141425,0.048192771
ENSG00000141428,0.329962579
ENSG00000141429,0.136363636
ENSG00000141431,0.261943955
ENSG00000141433,0.546887192
ENSG00000141434,0.301925874
ENSG00000141437,0.597004988
ENSG00000141441,0.318697257
ENSG00000141446,0.510785099
ENSG00000141447,0.24833252
ENSG00000141448,0.215807094
ENSG00000141449,0.1676012
ENSG00000141452,0.047188552
ENSG00000141456,0.298303774
ENSG00000141458,0.326824
ENSG00000141469,0.547218542
ENSG00000141480,0.125388293
ENSG00000141485,0.228440867
ENSG00000141497,0.549233895
ENSG00000141499,0.36394309
ENSG00000141503,0.096650271
ENSG00000141504,0.441946625
ENSG00000141505,0.049912377
ENSG00000141506,0.100560244
ENSG00000141510,0.263817472
ENSG00000141519,0.268596646
ENSG00000141522,0.286802045
ENSG00000141524,0.29644483
ENSG00000141526,0.085747642
ENSG00000141527,0.157945801
ENSG00000141540,0.196191833
ENSG00000141543,0.16751269
ENSG00000141551,0.063829787
ENSG00000141552,0.523504654
ENSG00000141556,0.184908685
ENSG00000141560,0.270408297
ENSG00000141562,0.241162202
ENSG00000141564,0.044858366
ENSG00000141568,0.151602045
ENSG00000141569,0.335780309
ENSG00000141570,0.193264858
ENSG00000141574,0.532768122
ENSG00000141576,0.36650737
ENSG00000141577,0.213402552
ENSG00000141579,0.463225646
ENSG00000141580,0.140439932
ENSG00000141622,0.373314407
ENSG00000141627,0.259051791
ENSG00000141639,0.051308187
ENSG00000141642,0.087678066
ENSG00000141644,0.443019591
ENSG00000141655,0.389933405
ENSG00000141664,0.164398613
ENSG00000141665,0.65292051
ENSG00000141668,0.097675451
ENSG00000141682,0.204507513
ENSG00000141696,0.187067883
ENSG00000141698,0.119231151
ENSG00000141699,0.203839175
ENSG00000141736,0.166158829
ENSG00000141738,0.134082778
ENSG00000141741,0.222609826
ENSG00000141744,0.289243685
ENSG00000141748,0.587711188
ENSG00000141750,0.171416455
ENSG00000141753,0.03847198
ENSG00000141756,0.161699203
ENSG00000141837,0.2113655
ENSG00000141854,0.267563538
ENSG00000141858,0.500329259
ENSG00000141867,0.09565775
ENSG00000141905,0.150853653
ENSG00000141933,0.036717406
ENSG00000141934,0.241216511
ENSG00000141946,0.453345315
ENSG00000141956,0.390008715
ENSG00000141959,0.098255727
ENSG00000141965,0.037362673
ENSG00000141968,0.041745731
ENSG00000141971,0.461991038
ENSG00000141977,0.047696816
ENSG00000141985,0.123061544
ENSG00000141994,0.093969484
ENSG00000142002,0.100625867
ENSG00000142025,0.665782506
ENSG00000142039,0.263584148
ENSG00000142046,0.123985421
ENSG00000142065,0.185532801
ENSG00000142082,0.381794693
ENSG00000142102,0.29359054
ENSG00000142149,0.050521044
ENSG00000142156,0.147528122
ENSG00000142166,0.411219337
ENSG00000142168,0.932173007
ENSG00000142173,0.172055765
ENSG00000142185,0.15921548
ENSG00000142186,0.215061682
ENSG00000142192,0.202812329
ENSG00000142197,0.180642559
ENSG00000142207,0.311584569
ENSG00000142208,0.015329294
ENSG00000142224,0.731294249
ENSG00000142227,0.122067043
ENSG00000142230,0.124740125
ENSG00000142233,0.304362407
ENSG00000142235,0.688968779
ENSG00000142252,0.354795354
ENSG00000142273,0.307534083
ENSG00000142279,0.295882446
ENSG00000142303,0.052168993
ENSG00000142319,0.070646878
ENSG00000142327,0.076738609
ENSG00000142330,0.17488728
ENSG00000142347,0.018416206
ENSG00000142405,0.255313791
ENSG00000142408,0.120634921
ENSG00000142409,0.004789272
ENSG00000142444,0.133723294
ENSG00000142449,0.278417944
ENSG00000142453,0.045544554
ENSG00000142484,0.13838033
ENSG00000142494,0.478963783
ENSG00000142507,0.14572843
ENSG00000142512,0.433721478
ENSG00000142513,0.339720787
ENSG00000142515,0.397302623
ENSG00000142528,0.780749157
ENSG00000142530,0.441185815
ENSG00000142538,0.078519856
ENSG00000142544,0.062935286
ENSG00000142546,0.03039994
ENSG00000142549,0.18111024
ENSG00000142552,0.092567682
ENSG00000142556,0.836645474
ENSG00000142583,0.155960535
ENSG00000142599,0.057499654
ENSG00000142606,0.186184325
ENSG00000142611,0.140242118
ENSG00000142615,0.138845087
ENSG00000142619,0.267277034
ENSG00000142621,0.51478738
ENSG00000142623,0.241803615
ENSG00000142627,0.051330983
ENSG00000142632,0.178063135
ENSG00000142634,0.065490581
ENSG00000142655,0.060413877
ENSG00000142657,0.09591924
ENSG00000142661,0.200259072
ENSG00000142669,0.06885759
ENSG00000142675,0.438765387
ENSG00000142677,0.269587026
ENSG00000142684,0.159579633
ENSG00000142686,0.283619102
ENSG00000142687,0.23306784
ENSG00000142694,0.102341277
ENSG00000142698,0.609237134
ENSG00000142700,0.054794521
